section	paragraph	sha256
2	19	1342208582317be6abb759b6f955ca77301e97ddcf7eca9802129c87c0ac5cd9
2	20	98626f2ca17f49ebf9baa866e7848d99b95043c6bd103b02674d7c2bae3131fa
2	21	13fe2101112b979dc2650f61ef08e16dbed640f085625ed16126bbca5dcf8a14
2	22	dcb7145c71bdf0b516e0b441f26a28f6129aa6b1e7f729182205c50062e584dd
2	23	77fd64ea3933c7fd32eda7fd640af50090aed4d62860ba8c729765b62f44fab5
2	24	d30ea8c01e1cac6cbfaeb62fa39588d0e5d09b6270084bef8671c669325953f3
2	25	2a84cefd7af0cdf8fed9962a803d802440c27c4552a8d186947931dbbcccfa8c
2	26	0a2d751a51ba9c1f79209c51120afad6f3b7a75a65f0c9417fdb79105f24b4d4
2	27	95dd8c52a7dce200b2db8f694b7e70f3641ffb7ed93de24db53f201de1d0dc6a
2	28	d97affa166b7634c0b0006db51dac7a5aa51f8d4f5f8994b661e3274f5019287
2	29	dfd36136c65fd74ac6f942dec37b68bfc824862f7dc047898c4b590ea731e5b1
2	30	740b5f718a63a93797a8b90cbba97a3dee52fdb8a09af4cfa2009e2fa1e4b503
2	31	049707725d11d387937d38e5c9abdd408ed03b53b0f4ac1f7b520f92556db458
2	32	00a4f5043a80c1f38b5e0759ef6b8ebb08841f5c1d1a503a4be1e47c4abc492a
2	33	57e41ce04198d9e0403e2a9b5842000fc86894d8b9d8e69f8ff02042a2a53c47
2	34	38e26fd61a25bcc3108ac2f249dd403b4ef5639e4359e4ed0f584247a502e17e
2	35	69aae18cb26194f7e4f2c0c99cad33219d6ebe664b6fea28e41404f05c1ec302
2	36	851ab026843f44140f01669d53124d1d7a268d139e7b939d7cfda77791e6137c
2	37	074d155789ef5f7027cc8eb501ef81295458cef7e20943d0cf3b7b66607f485e
2	38	117e7b7f972ecde6f137cdc272dd8b168b0b3632da37519d22ef7c7c2766aa7f
2	39	4100fd1a8cb4afe81b7e1fedaba4b3283ff7c314dc1a998e93a4e992771756b9
2	40	4d128a70f629ad4e5ec3ac57b4766f389744a5b9db10a82cac8b63f18843b29e
2	41	9cd0dc7a6f0e6fdd00f115493b6962aa8c9a8fd41e58aa22c064d01bc17b9170
2	42	d8fa81ae682d87758528578950d2c78142e9c798425f4fc4d224cece3d1cf666
2	43	fcd972a4b2d46a6bb898ef425a3fa00e6256fba158a865118a91d9697844eb94
2	44	3cc95b1ae7ef92e715541ef26f2fafa8b532df7c171a683937c6b79c9a9c0c4e
2	45	93355198e882cddeee88a98a8b5314eeabe701b247b0a204d8cb203387840510
2	46	9b0c856a8a4585b2a75cd87fd30b5a39f1522a0befa05f9d886605d5522bd98b
2	47	92637c3d9306e0bd3e6bea43fe0d896fd7e68a48f13b6c81eb93a57df56ee745
2	48	82867d1d87850171caa3e3b2103b1a3e69dc2275d4c1e82d8f476f7158e02f2e
2	49	feb52389f73bbf9ba517826b8dd94bb38c2997d1680284d61859f42e02a14a56
2	50	9c208587a24616229267faf14d37601228fc269523222c5a709ab41ef66566f8
2	51	c66c8a5b58c69a2b5fb1f4565fcfcb138326e78c223ed4000cb3aef4b76fc39b
2	52	70640dc93964baa0aa433f1ff29916a562a12b00a9cfbbe24b081c48e7ec89aa
2	53	6dd2f96238815fae26563c49d66f4479e094c22ac65ee7a3778d2499e1d50516
2	54	63abe8da4156596fb18bacf3b8518c32f79d7125c36dea8142d1562e08787403
2	55	2c13d46f1a5a12d5706cca7a0fd14908108c37f4e5084ef5fef9095a8495f522
2	56	79d8db4551e952ef2792703a65346f6a8caac12fd86f6aacd5f5c4c7565d4941
2	57	f31b2e1311d87221408efd8c8cddd503ce8dac1c464df2059d0b14be93394fd3
2	58	442cfe750d0eccbd7b1bfd08b93838622db5901834cd50053d4d69ea0cd295e7
2	59	f74263f3d725f4da49be239fd8330cae9b72cc2f11ced344e673cd04c2dbc10f
2	60	9e1ff213cf8ef558d4ec901e15840e2a4c19f7b505b61da9787c606c0993cb5c
2	61	4c59d03e1a2413d5767aa20284248547b1dae1ff8f1e864165c9c06da2a0c060
2	62	f315d40c3493124486eb285b052ab6a1fb10153689dcebed058e31fabb677eed
2	63	85065e3565622ed14883ee6296f0fa1d0ce769806babba27f0beccb38abc70e0
2	64	7d343d4f2451e80bc23a66abc86fbd862c0670aecd8bee0345a256f77c56f8f4
2	65	e92c6d881de7b2ab5f6605f3805122f6e6f111b2bed295972ca981e7892f3165
2	66	f1e5ebfcbe5524505b88e38c08c211fa2f3ccbe9a36c91cab281f435dad81236
2	67	ac63e91d975ac0537b46f344732ee7783cd23e77ec2a8e83c3969c12efffb209
2	68	cccc2e734e8560676a64fbc33a9743e94d65e4434e0064a877d5c3b052c445c3
2	69	6a2617d2d569e1670d2e52ac34114447dbdcf4c4e12c907070ee534a10eb544c
2	70	5ece67388860560ee2c253c49a7a3bda05ebdd75714fb7969253a59752a3e89d
2	71	b35060b906c0ac2a52fa5c5f739284d90db6c9dd0bd643fd149917798b26443d
2	72	8073eb12c30b2a2412d1d92e97ba7f3956ff4c9cbf362f1f8a0769cb09767a95
2	73	e23e53483d0a2eccd685c38a942448a97cf3aaf0ca742a687104e9d0ac04ae17
2	74	c585c7ff6ffa8c73e9bc5157afd8b6a8408300d1b84d205579c435a16d71a632
2	75	74597db2194284e31afb856cea7164df1b6a9b8bd2e7e0409e6af0b84a2867e6
2	76	25b2cc7f6bdcb97fd6d6d5e4f581ac71d54985222d7afb5247479e85516e6585
2	77	121d4a4fd2e3e7d9b5500480a9a87a9c2a580be1a73bff02bf90ec8f9735f771
2	78	f2ac2658e5ae211a56177fb16b20aa6f89bbdff4a434016f028b7aeb59274291
2	79	76e7c92bcb586a63429171f961c82300c5b3da1bdc65166c48ba4ba1e27b06f3
2	80	be3eae23a0f352e5a2d7142b266209782ff1b7d38cbcb82cf2450bb108a010c6
2	81	ee96339fe948f4013e48ba2731478e715255e5610e3b64f8ca1231eb3b6abc4d
2	82	df6e0308324df357dd2db8831a3ceb829810d32274db8a5af00f15387beeefa7
2	83	6da870d83a3bf2328611073712b7d0b95df74a0b0b98c7ce930c89f3b31e6105
2	84	0013a80ca7b0b07cedde678c2cb9a6f33cd50840e36421ff07ec600beeeed1ca
2	85	080b4dc6cfac6a0b3f2d13f90f24a0b78e981c99e639e4a63a2688803f5d0579
2	86	6a5242dadb3a1573d3dac93527e3d0bebf22a19c346688e4386a7b9b5a6c722c
2	87	84cf4d177405308cae98f9ab3276eef355ed70860ae8816ef69aacd36ba35ba9
2	88	7b3216942fd818a555590e91dbe1996a6c898cd72cfed4eff8a997b345172ec9
2	89	2ee1314dee0ded4c89484ba3b8ff9d089c373b41f65f16c63c3d3829212e6d09
2	90	9d7469480177417b322dc84f15d329ceab171de01f6e83ec61ccfbe11301ecb9
2	91	2125a21909cff6ef4d9abdd7f0b9d93156d98f3e33401fa9bd64c11236040450
2	92	489634eb091476ff14776382382eb696373c1bb2d0c0e7db0a95b02b1aed99c8
2	93	0628c461dfcd21f9b883af525af70014f0d234084382d9ea15710e6a06ff309f
2	94	a2144417c65bcc6f40045a57fbb040dbfd692e2b55237a59b64a9af958c5f566
2	95	3eef5fa64907d2c37f5399fd1dc766d7d04b6452ac97f6cb61935219c0de2095
2	96	73c686c32a6a32ffb2514b4af89e2540708a975bcfa3f3dddc994e022ca8a714
2	97	fae537ca9c1d2a5e4a0eaa72761a12afa482eaff322045943d22ff35a7ded184
2	98	d91b6ae493f5325d1c25a5fd36fdf5a863d0c751bd542b32b3825b2882b28da1
2	99	6a33dfdd31f66b80bbfe332abbbf2ecd9e61865563453699ae4550b24b9aa4de
2	100	6cff89f9b8210811a844f520d7a847ac0638341afa2888892f0d09ca72d2eac0
3	1	ef2f7b2f9e4ba137e9955254e572dae3cf00609d6a12b062c4095808a031f660
3	2	62d8918fa6a4a7695e1c76d08076567ca47230cad7a3e965d95ae3fa83bff703
3	3	1fff6b88b4f48d575787908983bec1efb0d781be7c88d45eba708929107e0560
3	4	a64c114df7b5b368ccb92dd61e41c5269a7e7c270a50f5418234d9f9886103e4
3	5	dd5f5b95aa99b95d67f044db60d80467e74c9b0086c3011303173d95ee271295
3	6	38ae9ad7e9685caf0b900a2c10dd8b3df46749e6206ea6eb20c017c59e5a290f
3	7	5807b82a58b676c2887a838781e8f55c3cfa4803d19a51ff2c7bcd0526255cec
3	8	73630d9ab442476bd6a22139478b8567b7bb82f39460865d789389550d36ef85
3	9	923846df00edcc9b0ff2b0520342e42b80cce92c71a5c16fa1f76caa75d888c8
3	10	0ddcdba5d39d5fe02cc32aaeefafe375bf85ce88eadf1c9be2d03ac3cc953654
3	11	5bb498f7df8fccf2be063330eaefb0b842aad116c2eb4f4c3b46ae6c870335a9
3	12	1ebc4ca69f018fa53f2a63d374c9be91322431c0fcf5226f10c9c2e3cbdc03de
3	13	8742d495f264761e2df108bd85807ec86b84c6fada19f383b0c51a4f25f17336
3	14	ed5a8fba4df13429c4dfbda7be0f88da79dea264ed15c9077b95cacfe6ce1e29
3	15	ddf3173de982f33740c9b1e07cc9d495fa88dcb02621368c9bde37c40c933592
3	16	baff94c82a58549ef3786fa9b055ac2927f11ddc9b5972157407d0e00bbae9a2
3	17	e45786ea49d684fa18d14cf81974ebbf37bcf47edaaf5ec03444f0c044fc7ba3
3	18	9ab3875dc041d7aec4253502f37656616543fc6c8bb2d97e616d219a73ac85ff
3	19	c4323b40b686c9bb99f1d4a2bb630b055ad64da0af6238291439e9dcd0aac40a
3	20	8e39f1254b4aea162166f1730f941409257fe8225945fbd0675dbbac65e8eefc
3	21	d6fcef1504794e2ef7556a7ab54e083493c73c50ca69ee9fc72d22d4ff8d0741
3	22	c3719bd4ef825dbc475a7e57cec326eaf0da8794c0bf184a358c557f3ee446bc
3	23	703c0d350989c3adf6a67a8d4b8f7b5f3b719bf848f88fc726879cc2089f3cb9
3	24	2817e301177f8c48bea12982c59dfb3445d47ad616776713e97e47bfc768f605
3	25	44b864e59a8b971573a4878969f8d8278aabe35547d8212529bf5e99136d1022
3	26	46429ceecdd9a4e53af1ffae1565a4f81cc7a30efed5fb9ae31adb62adfabe25
3	27	c6dbe1cddb5e6febd0fb9c5eff330e0d09dbca62d0d3107cc9308699e84712b9
3	28	717bc8533bf3ab8188b456b5a306d00a69bb4100168b49ed2224f7ba53a420cc
3	29	90de9c9794765825fa8f13f007e6b603e95050a3ad64dcb02e49edc2a659c6ef
3	30	ded0b59ebd852395ba6318f046ebd2ffccc6bf3597206a9229e3968f6dc68885
3	31	eeed5580593cd6fbd7ab6e8783a26390555b32d0aa7ecae7e4a93112452e9017
3	32	7bdb0e9f0a0b8b43022e89970fd648914f9cafc150dab4deac2a33741fb0fdd1
3	33	eaa4468d97d8366b479963944b8bf3902506d3ba84c3396305d688241dee5df9
3	34	28fa08e7e9e9ee31e6c9eb2afacf0c03cc47af4c072dac96a55211b97e009dab
3	35	14cb8adc34b26c3f442ef3ce0d5e3d52931f2a8fa6f2f6e907edec7a9935df9d
3	36	4d14b375af86dc0e349f2bada958c3f2d96d2b87f1c4325d9ed1ee8522b9af35
3	37	1e377a7dd14fbf56c50a6f6547bf36413f2a6b92489e3b50ea94471fed3c6eb6
3	38	36e8fe75953fbe631ab813a5b47bfd5ad5147df24ec1170ef7992195113bb65d
3	39	b05a6b065fa2ca9b332b5b1a6bc9a464ec6537040c667bfef4ac0c152b4100e7
3	40	456fc71b478ddb4652bd1575d29c09cb5c925714243d293ad92856f0b3eff33b
3	41	0947d87e05109a8c2ae76923dd7b781eae43f896eb50d6ddca1efa5af0266959
3	42	373d8513e8cf01640d059fc3b0bff409c0bc4763aa868e17560f161f6fb3a080
3	43	b38ed796fac9d449f842da4b3fabcef9dfdd6802b690068e197fa0f65401ebd9
3	44	4a94edaf9b5cf43c55481ac33b7a8125ea2af5d8d705cbd78b91482e5a7d8396
3	45	f3b695cc66ea0f53b107af6405166d3a452f0e48dae1b8d5d072cc737972c456
4	1	8d04f504ba55f7e9852cfc10ba1962855c0915f97070de1c8889249b0ae4ce76
4	2	b9cb95a9f291ba6aaa61b7ee2423f79b4f334ae3e0080fb118f119db6fb0c32f
4	3	df899dd7c6c1a358d0b24143da2e0580b4629bc344102ba291de7dc2c33b6e4b
4	4	3cbbdb3ac1a8960471070a1804e3bb67de4702c19717a3d9dcf8724305d6a455
4	5	581472ee1a923009edb971ae973518883692b33f749a930bcd28df7e4140b36a
4	6	3af91d278693c8c1c1026d63527b0a1f94a9eb7b194c99f589ad207abcad5217
4	7	6cff89f9b8210811a844f520d7a847ac0638341afa2888892f0d09ca72d2eac0
4	8	e162f12d7e79605a2c4404164c1979db2517890ba705915289669f529a63b4b2
4	9	df899dd7c6c1a358d0b24143da2e0580b4629bc344102ba291de7dc2c33b6e4b
4	10	f96d05dfdf679b2359d2a90af484cf2ac9543c447b4c718cadf0bfd82518b01e
4	11	5acf82e4b9718034e3876d7783202d7c9ec8bf6f474038ff5895e3054540f30a
4	12	9b1939f69fdfe66159b9cfc2e906266aaaa2541f00bf9301aefeac080ba0a882
4	13	df9710e7f80461e02c99b68aa09dd14a383a2e0b1a39b1a3494232e8f8b8683f
4	14	3361e644fd94225c80a503ff34eb854bc758cc25f0da68480a31c38261c324ca
4	15	de9b6d4bbcc75a3c92a757ef0404894aa4d352cd89e006c6d7c87becd2878619
4	16	6cff89f9b8210811a844f520d7a847ac0638341afa2888892f0d09ca72d2eac0
4	17	5f3d23eb7c88370b1586308f5a81a1a24e53f31d95916f05bc2a0717b0a336a0
4	18	350aabf97db17ec58e7cd3799941042aeb819d112932280b52e7bcee4526d8a8
4	19	2501b3a060f8e1eff2700dc02655d91106aea26f989fbf6742418be820d79d5d
4	20	df899dd7c6c1a358d0b24143da2e0580b4629bc344102ba291de7dc2c33b6e4b
4	21	857e06241242d350caee7cd6f98c3cf5e0817d64e15957d1dc1a6c3ab763e38a
4	22	f776381cd4d93cb7e88f63ea2bde0e06a56081c331cb009211f0f98a1d9de3c6
4	23	6e448bef3b5813637fa65588fc32f4bf05a5436499de1b0cb2ecb69596c7381c
4	24	06ddeacb4dec2a072e32e6cfb302efbbf45592f2a2df32e8a2d3944958ef3fdb
4	25	55698d4e616aadd3088cd273a315b5eb57b6934d7ded6e44c9c0fb86fa175b1a
4	26	df899dd7c6c1a358d0b24143da2e0580b4629bc344102ba291de7dc2c33b6e4b
4	27	b33179220c37dfe40ffa5bd86156116dc22d994b02c0aad7b671e9322a208ce1
4	28	1704b0f4ef9baec5beebb5d87db5d42bdd3f44fb2be4824cc3c9cf83c0ce2d89
4	29	9acabc354a4d86ccfc2fca5ca3edba67f0fbbc3b5c387c62b64cfffecac3cfb2
4	30	223dbc71c39ef1cfb43f40ad0bd3060c2d4810191e86356e857f57bfd3a61745
4	31	55c1912a90c555f2da6f3c8bc99a60a7cc15c3ac8106878a224a5572db093f90
4	32	3f8244e1080c0186a3f0b1b5444a089d2f28dc2d53416c7ea624b88e6906e465
4	33	06ddeacb4dec2a072e32e6cfb302efbbf45592f2a2df32e8a2d3944958ef3fdb
4	34	f4e2ed235d007f479b6d574780d5c6cf436aec513a5b3d3092391606b46cf2be
4	35	2e55152ad7800a8f50f6be251084dd42a686f0d29922555cf01abfb944529830
4	36	6909295a5c9233ee9101206dae08e8cd5390e4d8eaf698fa38fd6e2f543be436
4	37	e17a2ead02cf443b1e819a7893a89f56685d7e525a62d41700b4a7a65a95a876
4	38	4899c001ee475086c03f7f307625e566a72b1c33fbd28f733dfb35c682f93767
4	39	314d4b00b131dcddf7c8236443be1ba5f237a3a62376e3d09bc0bc61c2385fa3
4	40	ba63e4c074059b5efacff002ef4bc71cd104eba12a004f870474906bf62e8f69
4	41	b8ddb2423de177cc9a03df494d8184357f5e8fc5798dd84d3525846e857bba82
4	42	fa029f7422222cc7bfab149b48966de3df9d456471e46c8909a9d2cb0e5c07da
4	43	e14ce58dfe8fc728c6cbc740a984755b8b9f733913142bfd28f9a9d843eae8ed
4	44	7078f7513bd143d782ae955cbb9bafd97880ef7e82787945a2abf69f4df2163f
4	45	2e1bfc0434a3abeee48ce9f878f7d8347e18a414bdcd9e2c7e17eddb0ba0dd92
4	46	808073aa31c5a2eff4a9772b04eec649e6d6e0f854c31e3b6bfef843fbf06532
4	47	c6b6ee89894e796277c33490615dca060803694249813e706a6ca4e34b3e0b4d
4	48	73fcec289b4e9cac06a946f5a3b0f3965d4617c1100d92e4ec92e5f58e17f95c
4	49	70c78d55cfe7e01ebb4b82e423e77a17bc47cbc420b9397a71f4e4a342876620
4	50	33d0b5e4638a9fd270abe5a8079c98bab76fa20f37285a7606ae75a277f45f49
4	51	e10da41943f659fce5078a7b8534aa1988dc648b149e814d805d3d012097915d
4	52	54408d0c10ec578d1040a24fc8800a12d435c5743221454076b977b15796023f
4	53	988566a31b9983c24793316bc104f8631d9af0af431baea34d91d411c935d7b8
4	54	fcc234a5d88cf8a6fa5811685b375ef3ec297d7322d57e0b28afbd92e23012fb
4	55	009035276dc6c323e3d42c64bf1664b954874f90d3b8c38a3c8f3466499cccac
4	56	aab2fca187b92f5c0bf17febb603840882ca3ceaf65dc5776412b6fd147b55ed
4	57	39475336ee9af486914c33720e8ee725ad72773d8c11398d4e79fdd3ffc33b68
4	58	756a188dfa564405efccfc0eaaf05b8dcfe5d43d2d14083de2c65ace4e625359
4	59	e9a8af169497c1d320ed216c6496f0daa70e0df97ab7082aa18c2c2889d33778
4	60	9268871aba5c8da4c7fd31c59e9208c40534e41d8d28fda18aa6eb6d5c6c8588
4	61	40813a58a32728a7cfde1c21475245450ba136c0467cd1e548f1a732abcb0dd5
4	62	e5fc83c2fd8355182248939b2d41814b545da46ad87cd14bc2e9b78e878d6f96
4	63	e5e7f23639ebf4b30d0999ed567e9809a594b54a3b24b8eaf7a4d5b6418070b2
4	64	09769a9133f22632bc5fd1ff1ae13fee947bc3c562701b059882252ae5274424
4	65	a064adac88365343782c38960fe1b329319a5cffec2f9ce8ae24f5c687ab9dba
4	66	0da90b0d4b94ce0d6963a022d4b6bb03d07d8e9a65199661c999359525c5ad4d
4	67	68ebf9ac04a3caab6d9ee7737b9dced6cd7c8c78c0c34ea704914f732725119b
4	68	66d81885de8ad1adf8fd152b079074339c3281592de6057f37ce58fca3793d57
4	69	4cdc96011e4741915f057a6fab5c9d6b9b77300f964ed315a4cacbea0c4b1b1a
4	70	a3d7fd11e2f74025231cfe5197b973a5fe78f4e8dd8a78857ad75f2e34595496
4	71	bda54053f76e78b1639bb44e81dfd156f19e42af9ef63bab6bbf176e5729a43b
4	72	1e638c8f011e5be4972a23cf44a5cc76c9aa59fecf6f7edf7813978eb868de37
4	73	a06060778928d3db049eac3f830a89411ee1718f5a118c08a5ee01eaecb0df0f
4	74	786bb18e2c43849afebf55c9c18844316ee0012ae892c19f9e7b0b713aecf5f5
4	75	d63cc41e872da816881c5f135fe45798294e18280c4f57add807bebcbfac7e16
4	76	c2e22bb111e7d3bf0d69cd1b3f2e908b862d5cf806877a130827cefc951e70c1
4	77	f27754f43af721e5729bcba11ef9863a211be351cf065e17c44d7436564deab9
4	78	095b7c2f1991b6f0130815bc930eae34305ef5c9c342daa24f65890e264c6413
4	79	e16ea1afe390535c58dad1b71e1d001480a3352bc301d27e2bbcc04eef4338a4
4	80	642a55103baca4a28c50039f45b792029977d72f9d28a05c327ba7fb3e4630db
4	81	02b3100e835a2175fa41bbf283bc71b6b1347503349a5a73c4380f15c08ac96e
4	82	4ea9d1324012770af9a8ea4e6b686326f968d046885c2c0fab11cd101bbc126d
4	83	bd0774a98437961753e7d48cc2845675bae668c2e3396a8b74ca2c09a626f458
4	84	67a48db59df94ff629d3a2ad0b83ccf9ddda89e9b7c2e530c5f430443115a389
4	85	0c23fa43f7f0517cb0311072bf1f8a1c9acc82a445c0bcf2edeaf86bf85cd960
4	86	46b039d1222388f164520b78dda27649640fd3501b4083d2c0fcc81929505ff2
4	87	db90d59fab7634e4c1687492256a6cd31d7158d2178643b1221af2466a56bcb8
4	88	c95b76b68485ebceb182bcb5b29d1181d90f2c1469816bcf355a684290206523
4	89	e5782cd387250134360ceb12cca69daf74b9473cd88fc44c95968de0c1df6291
4	90	0142c09fd95b58b099b39c7f1403b4297f5eace61e79e345db3f77641cbe639b
4	91	84113eaa0a6b3d1c8e39b3ba6ebb7f7ed7ec3bd45d9c01eacaeeb7dced9416a1
4	92	112546a41065ccc2e98e9a9982b6b2b5f697de612b940184745ba3fcb7e622d5
4	93	7bd5106a4ad9f0dd1c7aa39df9fd6e6f0afa41454cd0c83c802404492b7d273a
4	94	e4398dc9aecee80a1e20d613f9ee15c2679951e6105c8552602139b0c4715fe7
4	95	794be10beaa70d5b0bf94c3bb33d8eb9c94a2e7207b3923dead56ac450eb5956
4	96	adc8301c6818fe7acacea6386e70747e91aae7db6945b748f252e109d657e8a9
4	97	9a7f18e8b2c1c93754c026ec24af47e212d9af02cb6781c2a41fe58bc82e5f74
4	98	91bb8d730b091372d2f51429a29fa7d332c6758523f15454cbd77318b98f1fbb
4	99	4a4c5fda89a30b0d2aa3646087e79d8b2f00a688c9e4e4606fe98e84c8ebddc1
4	100	0351df53e94c8c74433a2c008cc225f28ead629d004544bf0f9022c7d97eff92
4	101	ec78add616faaad047802b1a9346bee2902afba7a2dd97ee4c219f8b7f0d3235
4	102	e65e62a205b5ceb63da55fc7bca52d4c8056c9c31f6ea627bada55b63724a635
4	103	f28360541bdae5b0a96032c86d60830f5920e4ecb0e31a6be0a8baf140effb6c
4	104	dd62a862d0bd79714635b89c29596e67b41d281c9a40d1c3a41770c911b16863
4	105	791c5173220ab46bcddacc92d100c153029ad8eee3a7777c4dd727e8ddf259e3
4	106	3556f8b4aa999ef5db327454091c290213bae779a5701d2efcd21c3f75ae5254
4	107	01c03f08cea47351e325af710f39b157d7cfa447ae67a1ef130530389ef34088
4	108	bdd118b05790a91c5bcbe789f300a047a345155689298602e9bf6db87a8e57f0
4	109	538e594e38af69c6716bff8a3eba3059ca6fe1a4a304f013604fb9eb3ac05654
4	110	8b7ac5e25573e6fc1b3cb85febf7fd68e70a1e3ad43be6359d6514e5873ea3d0
4	111	4d8a87c0161efa1fbebd9d923cd05a0c78ccefd100a32c85447792da7a7bf6e6
4	112	f3b695cc66ea0f53b107af6405166d3a452f0e48dae1b8d5d072cc737972c456
5	1	4f93d467542cadac54a707f0a6ce4efc394442c3fffda638021a32753fb3c3f1
5	2	9bdbbb2d289f83dd3693b7681d1a21fcfa4205ca330c3a7b9f8ca3dade832acd
5	3	619e6b8147e56f264c4fb2e33faa9b146f3b34090d1f41d83ca678b97eb0464f
5	4	ff6ca8feb4e8dafb036c0bc235a61e5d6406e757606e596d3785af0fc8ef3b09
5	5	1c16965c81238f8cf0035f83f5924a0743945a73084cac613b2083e08eb9fb32
5	6	c5d73b3f27c95d65d803c1b5951dbf4487a5d191f4ace310d05f6d6a4fad99ff
5	7	6cff89f9b8210811a844f520d7a847ac0638341afa2888892f0d09ca72d2eac0
5	8	a77450730d97b6d004a4773f6e90c91fee2d09f7f9c4796328c6c60fe5065537
5	9	6af0f33e51e0f08fa3faa31467c9d47cfe96892610d67817d54699d5b054783a
5	10	af48d451d137ce633f9dcd463aa11dd0c4d773d3b86b5ca8bc4f6d3a950e0119
5	11	eea7ddd4e1ae2f796167ab79033c1d0515228b5c6ce88c287cd5785b9816d39d
5	12	0675f323f13dae3d0ebdccf00346dfb8ece4ebd307148120b75b4c22110cb6fd
5	13	6eaa2f6018717d54df0249648bf55ce6a4671b2722db1a16b69195261a727a04
5	14	a2e7691760dd9871073f8816a515b0321d689930557f9c6d2f874112c93a4f7e
5	15	1dd7756e8e8137379b387abe0a9c13b4d3ff47c9308252edadf1e32da8147750
5	16	7fab23819b2c767af503426fcede874a405be2e58642a3736584cedb52a0e6af
5	17	9f55db291c7cbeabcab1f4951490aa14a0692f972b2cbdce7527fed9ee25bc8a
5	18	857fd7dd87b69bb8ab44ac475ea838a125cab3634ca6c94bf867f12fccbe7611
5	19	2e2e3ce7759258c57403442fef598f6a49c109e4c9b6fc465c7df4a4a58f8e0f
