section	paragraph	sha256
4	16	193a4ffc066913f2e86243ab20fdc3ffc4c18ef12b1576803963b0dfa8b2beeb
4	17	3a7b489540c6b28e115885852bb1a95b5f99d2b29444e6906b2ec69c2b757f4d
4	18	4548ac598ad6819b6c06e0be12ca73bab6ef0d5293edd144976ea3283db624ae
4	19	16421a6f9a6dcddf54f20cb50d5897dffaaad79a7ec8749ef0f8fdfd4b3202df
4	20	fb151b62dc8ac4278e184391f018c9857c879b2b52ada8a1ebd04997cff874db
4	21	aff8f337c9bf92dcc4e53327f5fa59a7aaf6643ee3be3b0e980398bff3fba318
4	22	dcee7fc45678f5a00f7c921fe26e0bfadc4a9e82a92484bd074098fa64a6f067
4	23	60c634c6face0cf57c4e0277530bcdfb18a806fa8e4b614b44d08e761f392c2b
4	24	254df9642a2e6d12a2a8644ff6d16e6d561f1fb88c1ff7b4280c3594fe43d668
5	1	a5df3679d0740fb8cea94b4db1c98977dd0f8f6b984a5d655dfcb65b465c5719
5	2	ec2d7eb27f39b6e4f1f6fdae8e61db2f0fffe48738718a571fe4ce7b8cd99bd6
5	3	cfbf04676955a641603599ecf565d61bf14de08a33b9c182507bc8fefb0dc8d2
5	4	33df5c0b01bf93a0c117023a42d31b71dc0c2dc2664eb85536054b185bdc9862
5	5	b7ef86245ab5fb83b4da53acf64364cc145ebe5393c0ed72761cd5641c63f6d9
5	6	96b96d5a6a5d3b357fc570f4411691137295170b6fff669ab30d1c85b81f4028
5	7	cbc79cc07011278a355f928cb8e7dd725ccbff747cbfda104c35b96cf45221b8
6	1	88afe68faecbffa9d7e9ecaa7598ef8aa6a43f48d68209661eb2e0566b106759
6	2	22e1fabc1fb762447df2e8e339410c2802100f3617a2e74189c88b2eb78e6086
6	3	0067a5a3403a18c4e568adf82626ede14e0683e078b9f920c688ef5d7371ee86
7	1	1e3d3c26905baa7f44dc590f9dd09fb9534f7f3e83530017bf54ac01bd0ec8e5
7	2	d1148758897d55df4d2e3a7d0d51f6c5dcb3ca5fd09f149b47cb60d7f4002328
7	3	29902b4e236afa53924ccec48899d9f1481f35a3406a0904f7caa8a2ea2d8c6b
7	4	71431fca574ace03110834cef92e683325caa8ebfb785720f28eaba0c5a9b043
7	5	ec00c7ac723ce731c32cea9190fc51ebbea746729c1bfd72d482b3d4bc0fcc0e
7	6	440a21877af2b5826ed188ab99c0640cdebdc95328e61bf37a7b33cb28591c57
7	7	8350fd9f14504f3a462c244c15b36953ed7b0d5bdc6d8e3a51f1a61056b9b2c9
7	8	153fd159742378ba738f9bebac8f29bf8f6c7a7cc708d9ee9b2261ed8397205a
7	9	7ed6c7265b7bec3d26ac627c52f3abb8fd0b43c701f55d5b1f7aab8288f6e7ea
8	1	68642db76ad1fac6229b1e4a11ca3b52c3111a059ef7445fe4dc292233e3d5be
8	2	35f09c621609670644900daa51e63278eed6dd1b07717cb3d83470f1479d99a6
8	3	3d67912465e2bf51141d7fc8c3fff210dfcd1955daf2e32f4a122a623f25719f
8	4	37fe0241b321464a3dec6e4eed4cfb710cdc0dc0a21cd04f9df9a89bb0d166b8
8	5	9f350040fe94c99735be51e32f754935871541bb57f984ea985962d813d7e87b
8	6	b877ee2e097eec1e2486d98887cf435608665da1119d01a2450c422746d8077e
8	7	3df3e67455efc5cffb6a0e38d28b78433088266005a58efceb5a01601daff52f
8	8	de2de45da8bc6a09539280e8fa231496cc0003a2fac6f36be08507af7cecab61
8	9	31e90324546f18b0db37fa65d988ffc5865a6ddc39a73298a560326ff0faec7d
8	10	b62adcd7cd154acac5dda1f27cf72529cbeb72b34269c5e6fa690c549808a725
8	11	585f8222f112973a82bbdc3b398a5d1e9e61d82dbfbf746a075e89ec4ce3e7eb
8	12	9844e813e2cb0f2c1a5453485d524c1b79c9f08f7217eac72f4f8266c5423cea
8	13	5d3eb964ff5bbe6df0c41d54701bd17e3716c597f84b4ce8d4cabf594756e2f2
8	14	5800b9ebc709da6b65245e39b4a377eb482affadd90068870ea2b125db799934
8	15	cbf4db896024ce326f92ef27c6baba16452deed1389f61de52dc89e6c2e31df8
8	16	bb7b6abd73e2e26419dd1ea894146d031922a4906326b3c0a81a899d4dc2b670
8	17	6e468aee90acf5a5e4efb722f70a46ce2ef66dd2f3a0d25361595a27d73d6fc9
8	18	28d1b770fe0867a702ad13540374ea5e859a8cca85191f0bc99f5b1c404c6497
8	19	d7a4d5031b72a80175d7fbfc7e70cd46c18b631b4af9c16b56ea94bee898c90c
9	1	3869322a3710752f41981556b94e7af507f7699db19ecc70358009b97fd8b0bf
9	2	1f2bfb8ac54433489b4dfb1c5ab1457691a2b1555e53b69fa87e00abaaca1431
9	3	0abec138f4a8913384ad80a32d0899687bdacc7200239dd777ee0c886017bccb
9	4	1943255c87e644faecb4433fd1c27b6ef5aa79d581f2021a8e61fe9814bf896a
9	5	b5826e75f0834bb337a6ab83aa5846553b5719dc5dffbbf9fc159f039e06c4da
9	6	7aea1a1036c8800891e176b0523216eb29640fdbe0f4144886f03ddae13923cb
9	7	2c21b91153243aa062875078c37ce128b7562601d5161a15e52d20e31dc3b6a8
9	8	4029553db246b4007c2d056119b847de9f7457950d7e463acf3eda12fe4db792
9	9	a71e9e97943a601d430a7619f1c5d9711f360d586c823765b441b1702facc639
9	10	379dd2b920ebd3bfc945bc2981cb29b982038b57c04947f4986a576bebe71ef5
10	1	8f15515c9fa99cc3c3ba4adfefdc57eb46e5ce7cf1e54bf9845af24d61e6c08b
10	2	9c484e6ebafe8e83388b7025e78d186f5bc3a440fc6c0e11938d416aee7ed87c
10	3	1c82644fc478a69b97165ab2117366c0ca71f85d099eeac4e4dc2992546508da
10	4	25efc838eec0f897bc78ad7c51406e81f3f042897e13edbf5caf9ccdb1ee4e5d
10	5	16488dfef4218480bf1045cd47e604feda423ffd6d380a9b2b82664da750b9e4
10	6	198850442c4fcda75b442cd9c80339352c7fdc7b978271e52f54b71235c7d365
10	7	7d6823ea05487ebf87298624407eeb58d40e69bb952a232d63bc3efe9fb81de7
10	8	83f0cef39a515477810b23bb9800ba1439b1c26b5fd9c8e42ee2c0c7f82bef53
10	9	5fd2401f519ad0c1de6fe89a3d7c537b8ade035bd4df08310cc21e0391b38783
11	1	edb5777acbb85f4b382ba729a3e550b9ec2a951581d64b2236a8da068fa2fc4b
11	2	1355aee9d4f6e5d3ebcea5612b602257462819ff6afa619faeb39e612013afca
11	3	f2a7fa88ddb628cc30e56617d3f7f4666af3e3d9bcfb941e861d96fe12ece56e
11	4	114eedebab10cf6adea37ac12480879d9a09aa9e071a6635204cd851104173e1
12	1	63875e9c92222c9e0f4cdbb0a1195cf45eceec66ba63486c77898b8989e48c9a
12	2	62b3f699e6612950275cb7a8c1aa4ed4f11357fb64577b4998c7c20eea90a49d
12	3	0e4659359b79d977c7cdeecd262a52eab00c75606b9c5a0a13a6ab3e253108f8
12	4	fc12895fdd070e3b2bb9cf6e7d77224e8978c62293274f8fe893406d80a3c835
12	5	389c304870d2b878a4914eb926c1b02646a33d59d69d3fab67ae6d3e0d4d0b47
12	6	e8cfaddf2b8b38f3d1dfcc06daaa3254a88bbba30874d1f0011ecebe65d66c3b
12	7	fd6d842c3016d7a5bf85afc5cf229160d5056bf5104789b9031a57850ecc019e
13	1	6f5142785223e5578a9a40c619eb3e6f9bdaf39cbb3831fd22ee1b85b7bee4f3
13	2	014abf3ac5de26f1c2d6834a76501f7f5b14a152071131deee5173b62a6c1a72
13	3	2187764181969cf42d49addd55970d5dd2cba04b22aadb49946f3ee536cb8756
13	4	6984c79eda1eff1aa8d8a467ba09e1def83e17ce6f43becf9fa8749cb7735c13
13	5	4ca48953b5e5783871858b99ba819faa7676b0f2fa7fd9413373a3bdf8a431f5
13	6	4b8f8b36318d21599900bb6b6aa56b3268ad8bf2a259532229541d383fa7c18d
13	7	c9355dd78f90b2cdef3fcfabcb508210583254e85d19ad36c69d9b9739c18b9f
13	8	e4319f6a37fe1b2bac9617d62945a15bdf8439a6d4a821e8ae52b53c7d001f60
13	9	fef3415b12342c6a413fba4d372200f37a76a0d9d253ab7d706e8dfe6cf4767a
13	10	784d1d44f80ba93e7d7fb56ee9f0735afacfbe00faed93ff163d765ac49432b4
13	11	680f9394d084cbd5eb60bd2ac8ae7230ef3cd8dc79095a3b3726df1ea03bd8b9
13	12	f962089abc573c8d7986c06c36f292bf404238b92e11c7df12ac2542f1acbbcc
13	13	64f31e228d148abb477a45942c3778174a672df1a51f0255db37ffebbedb4404
13	14	92b75c6849d1222d7d4e5d7dbf45f2a272a8e78e51c5a075618259041a59412a
13	15	849e7f3dbb1f944f40aefb899f6dbbfbb398e7ef182e9c33b558230fb72e8f84
13	16	f04c98b3d4bc9f2e52dcb929c49646deadf6e0d8ae7eb330e9c886b12b3d724e
13	17	415a9b4ebc34a1c8a3e1dc49899ab7b73456d7b92a2f71bfff6a9943a5157c49
14	1	b4655db3bb928ced57a9b51ef43cde2bb0a43ae8cc91f9f4fa6584ef89a7d9c0
14	2	d780436dde67c982a417787f173ba751a835316a008e27ce29fc3c0c57e10ee8
14	3	1672aa421b206995a8f41f55b014e5f2ef5d441e366add74f83239ab48bad57f
14	4	d1790e847d3fe027dc74ac11a995f99c8f95e405203362f014fb3101461f8e73
14	5	cde496a8c7a8480c131781b7c3515906f8db995c2a7a28ad08f4a79564538eaf
14	6	b5cd7560faf3c294f4d8c7a5c4cb0a61af5595ef8f8e1972a2b2536aa07578e0
14	7	bb5cdb5bff2689349e44662d6282b5e9cd4df0bac99e437c7d7a5abf71c05888
14	8	4173e68bc1e15f1cbec479df1cc642ea56e717e2ac31d2a1ec04bcc4fe45c7a3
14	9	a1d36f3f631a3d13b1edd522f26546abf7b4cebab4b9d3862ff1ee53cc4d6093
14	10	9ff3902be4aa101d17b7f6bccaea191c8f39cc1bb3aef996c06d7c4790f779ee
14	11	edc874c1114071ff660debb82a10c5a4295301f56737f02867825851bb501b09
14	12	44f1d5a37b676ce56fa92da8c4294965caf1c6f59182fb9500e4987a7137c591
14	13	aece1db8ce366021b63bff46cbd34eca3204bded02ccb9a60bee9c93ed2d8ff7
14	14	c95207c257c8027353c2f2a40f7922577e5aaf3a1a091733b20ac3ff6c2bc503
14	15	e3f9dd3b4fe56f031a45e886bab00256b7d101c329557fe08fab9df205c552aa
14	16	b2ccca012dcedc72bc8ea529c6a90a717780c007ec48bc8206e6db8bed1186c2
15	1	92a4858e4990a423ace0bc1daecb0e82939992c7e98bbb046b96e9762c1ae94a
15	2	ef4cfcac408154c58c8b41bda8afc6789f9ec35a61810d82010bcbeb32b35149
15	3	20b3469ed5317f6d5c345bec5a05f9a9f1a62087487b07b4442178f51523a876
15	4	a3e59fec1c1885b848fe6a15a6ae5771ff9e4efda8e03e2593febf8842c621a7
15	5	187443546ae37377cdfa9bf63e6c13d27df389801eeb2a8081a6fe3ca65a5580
16	1	1cbf9c8caabd1940e7fd61d23884b0fe05017512ee4cfb7f51f0808c2479f5fe
16	2	f5bfc1026c3fa1543b3ca0d520779b327d21015a270260cbad39592868fa4718
17	1	cfcdc6db23168137159597841c1b2824b21489afe9385155a7bd43ad5ca9fa9e
17	2	c07ef24a5a7f924bac08820b014cd922d32fec97084c5e08372dbb594908a3aa
17	3	04cdb8baac36e0409ffaf47ce2df5d2300e01b5f4cd74d1b9cd8141b3e094edb
17	4	08a67568d93d19f013ee915bc67fe21784ac27b0d810e5c8edae0c667700e4c3
17	5	64160a0cb2b2210788b45d6ab64758172059572384da4384263328a60b2b3267
18	1	6ea6f992fc9408f5f7e50d3e222e25fdb0fd127d6f884b54470e272487df54d6
18	2	e1502e1cb249a6f3127098af3b58e39f519ee22af4feb7be0063255be2360e2b
18	3	49bbe87f6bbd6f2634604682a25b71b4713ac6afd2139d7e359f179c42c92665
18	4	56667f9a360e342784f135e75bead6d3e5161ae17a14977b4e7671d4ea6667b8
18	5	5f1e7c3c48a0f547af9d86c3bf3dabd90e71e4369e185a4810fafee29dffedcd
18	6	ae6bad7104585d359c0b16e94baa8472f8f686ed0c983528f135f3198174ffc9
18	7	6f9897493b374c7f9364f8dbb9ed41c534bf6cd64c6fc8f1f6f0b677dcbacb54
18	8	286edd08934732727b154920ee059ed10ec479d576f86b771bd1ebd10ff3512a
18	9	7d1eba96da860ea836cb60ddc12866bfe97a1c731150139dc5d04f65252a479e
18	10	2f29fecd668d823fba50110ead2e19921b5db688b1d5d84fcc7fd321e8873752
18	11	337d490fd6e3798dba760f18460fc4d5b05157558c20ac08b6afe5be23cb492c
19	1	31287885453975b48daa5d18b31a4b0f0262d08b37651f598fcd6523b832fd09
19	2	d2714472c1e25ce35c8dc6bd4023e4da64cf151411dff196652b7e51232ca572
19	3	c06da6559c49cd69d4c79414ad748751f20b2b05de662cbe21b6eea88f885b8c
19	4	321f484beee55c6b94a79c748ff1d98f50a23da4a1c2a1f8cc7886741e5357a3
19	5	1a95a3966331eb3ba41eb436baf9055c81509893c36e45e48737fbdda9ed6a4e
19	6	9f13af673f39e1cb6c022a2bd6e6ef42617e77a2186e815c91472ba581463d66
19	7	40094a43614abefc19343572a4db8981ec3680a4f393925094fc29ea91cb29c8
19	8	3f50392ed9878b9f74d2baf7a8b3bcc0e26c60df504471e8cd7c75cc2305dfb2
19	9	200b8ae044a8f4178a1b881c67945cef35ab2e41c4b15c9ae650625475031ad2
19	10	6fe9b749f32468f368da2f001813231317c5d1de805cba055110e23772928795
19	11	17c105d52b11692b757ce08a0b59bdaf554ccd6daa2012453a8c9b2a5f8e1ba6
19	12	61aa06902316a23730a10ab3d7e407f2ab75175d496fc3d754f9c4b43e65d008
19	13	a155ede86aff84fb7f5f159b5b3e31ea0a3198bb7a2f2cfdc3989189ddae5582
19	14	953e628e1afa83329554d2b5b131ec781cc1cc9199294c5a57a036235a863b50
20	1	6e4e58d7518e6d064c0c2af8c2f5a510031094544381c96a11ff0f1667dd58a4
20	2	205cb63f75398f0aa61ac41fae4f0548f1f2697ef68e198cd23ab207a12ae31b
20	3	be5c17bb28b2b7ef8ff80824927c492b2318a1f81bbd1dc95c5db8444ffb7748
20	4	9b16e2e242b0a98706b591e2e2187e1fed0eaec7deb9620fd295eea119c5c31c
20	5	e357f6ab4a0a7273ca4b256c9b5bfb355f737018b87330e2c53c814e221d99a5
20	6	54ae96acf6b9949117f207708435b27ad3c6ca6e05bdd2a6c793b17403be906c
20	7	bc9a5d4e8b11801be2bec3c138e8d36620e6ff3f6582cd14d49a95dc6e9b6001
20	8	666f82088f2d025a3838dbb576c174c9db4cf77241903eeb3679ea0e84bf1712
20	9	c4a0a3f6baadbbf613722a594e170d28bfe26a7180ca1f80ed5738929273c1de
20	10	52b0b0364a0c7be7a5f27dbf86c3985b9000070a5238cc7fbe75e6bb7961e97a
20	11	efa40e85e75f282cea60a8098f5c06e82d23fb87b20f3eef97f484283ea500fe
20	12	661de2c5b48c1d00b70f7b00b422380b4cfdbb2d007cac4b6bf31e8ed0631e7e
20	13	febd55f69d7bf8c7e1fb08952eeea22f54a9e5e794ee602736b0cb8bb1926bc9
20	14	a51f2a246ea080add6ac2ab6f0c5d36a6b5177602023305bc3831ed4eb1ce1d1
20	15	8be2b6334a9656167cc63e775b0a5d499548dd789de9b8ea1f8cf0b97db896ee
20	16	bd917be35f779dc9cf1f784139a04b706d873be8f41c5f1aca76df5375546a36
20	17	5318058dff2c22eedc7b35472593e52243002ab5941124e382193aee005fa7a3
20	18	4c4bace83f6e43b3cb11b8d23656da193605d37515eacf3a7bcf7b1f53dfdb6a
20	19	235b86356f7637611005882e4eb288115c57c16627d463a1be50bba3c4ec7369
20	20	5517894e8efa88fed68ced78a0e5da186e1dcb256c9b3753da42c645a57fca6b
20	21	c7db1cae8bfd94a5a02ea983d2d971f1bd7ea03f96bafd3e7d0a0a0b88832287
20	22	90e8b071a9945905e42b57f422bf6bda833a7d886312a9c2338e75d16db4c422
20	23	9291b02abd9cbe465777c39af2ef222df148da1bd16d39ee924c250afb695142
20	24	911c3b191ff9aa22afc784886c97f5790da8ffb575e8169e11213541284dfac5
21	1	b9fa918f7f625e03b493f2f6e6695f6ca74da646eeca63a2d35b59df5392d593
21	2	270485315c2bcb739d419ff6146fa5263368b5dffd0143d8f7b500a6b39a2635
21	3	ebc86b5ba1551b2cf2b5db76a809db7c049c2aed36431094fdcadacb868a7707
21	4	97fb5f06dcaee886022e696f3bcee89ba4b39ce44c9bbab39ea4e5de57938ef4
21	5	4eff727a0561ee73fc9a83e4cf6d743258386aa72556a393ea16e112e4ae0c43
21	6	bd998cc23e2d4a3ad1e466c549d2123544048292ee10be96d9a53473a00d77a1
21	7	044fd5f811a3d3083db2a1c40cbd1816fc5e9640bcf6ad6d10eb01c0bf61c377
22	1	c0f3e653e2b24e18daa8027516d381065394c14f1504370c00023df7fbde1f08
22	2	ea3260a9ccbae1b07ad920abc466389f4428cc6ef1d6597896e5bb2f1ef7e8be
22	3	b2c19bebaa4c91ee07797cf6904c3d26a00870c54d7a649adb92c9bc61f3bdc7
22	4	a49bd6eef8ca7f11e4c4c8030caeb368675f9660cb7e5ca4c58e068d33a87784
22	5	f7ed132423a973d5e884df71164dd4b54ad3532391124a90c6a82548cb97b2c1
22	6	8f6fde7aae56926e5d9b0823d9024162624094db228d6b93ff4ea6c0b79e02db
22	7	9a1b2b0f7199becdcc92d1f69f7d3885f4b83c72770f2c4b1eac62de204eca8d
22	8	3a3b88c2cd86a339b3cf8a0613aea53cc81e308e02db19b74ef51dbc02688166
22	9	8070c485bc36fcc07afb349219dae4fd941dd659292de49d24ed5e0126b26dc9
23	1	d07aa2253dfc61f1ca488e399d389a30d77c044f1c93741fd41c92a94a1f6691
23	2	fb6d827fd90e965ce6ae4ce051e4167f8f4827366b4081ffaf8128985054fb4f
23	3	4c8f4ae596c916f759224219d5cb8f9bd2c5796ff102dc1706ea23832e299506
23	4	ae8c066360f35461f7e33925347b9c754b9d3e966c6aed2ccf409a817df8669e
24	1	56c64d923f3648c1080ca7e78d34861ef1a5f19ae887462103f9b060d708d0da
24	2	d89a85e1ce0c393cc66d846818d689489f51c225c85faaf89c884bba05382cba
24	3	22c2c53207903a2a0f18982a87cdfda13728468869fcafcc83e77793b6895ce3
24	4	1a439332f07b95bd98ccb13917336b4e3dec928efa26aed1ea9b7a5ee81642a5
24	5	86cbecac7259728860b466d30a225ed9cbb33882c414b0895bf9794f40530d45
24	6	f2cb0ac386bfaef1aabace605e908d3f3f2df9aac86bac85087fc533fec825ea
24	7	7ccf856a3c57596699fefb39df0436d23c36e8967d5f3157ff315e284471e86f
25	1	d44615cbf8fc525b90baa92c5f1e598b884bee5de79dc54510c78d61e03c9512
25	2	e53d4e46c8d3e7a87c0dd0f92459319e4d408f4682c9bcef02c0f7cbdee3781f
25	3	dc0ef34bdc8ab7c8a29027a8fefd531c2c7285553436aff7a90e7976b82ffc9c
25	4	5dd90ae4943e80c69dc8fe4664861062341ff207cbcab8e3aba9e1fa174c9545
26	1	46be4b3515cc25edab1bde397754d78a9b399f2564e02672b2e077126f246cd5
26	2	9072728c381e8e8acc75402329a09ea1cdd53165a65cefb658cdf1ab4b9b3a76
26	3	fc1b46ea1050f74ec292acf583d7a6aada2bebf050cbf071144d03278a2a2b16
26	4	155747871bcf2d99dba5395440d16ba41b26e66131ffc7a63318737cd337b781
26	5	a650dac841d908f2d77e8d1446dfeb39c3eb655c96e8ab301a99936db7b5b289
26	6	a6af9036765d2881386cdc4e00c8a2a5dc79f4aa029583f323e117ea3371893a
26	7	1592f93010c9d853b2ad57a9bf7ae4fa834f880a9cf7222eaa70f9dd2b4bf80c
26	8	7dd2304974881fc7331c1af740576656572aff236eb9e4da20b6a8c76657006a
26	9	771a63b69a63ead99e38ecc5f4a13453bcbec0cd954eae20de2e8e9eda368d4f
27	1	8ad59aec9ec38d6236f5952f08f574a1df8ccb7ad1234ae399c89ccf9da1b092
27	2	439818529c3172cbee0d3e3a35a6790258992ba1867d5e3c142b3dc615a1ae19
27	3	70cdff598b369e5e2c31303c72c1346b6fd02164a46426eabbe060779a55c6a4
27	4	3b5c0abfedc1ba8ac1195a840a7b423e4cbe651d353730f14bb4fd96ac965e54
27	5	f7b463c1b7c3fa4fbf50b72117b7dbd423cf56534df72323858b2c588e92383c
27	6	97e8fadafe8383cd886cf77a1dab1e11ba0007edcb8d212d6c1aef7f762b4421
27	7	b1e9168711822de55dc10f017136a2c4e76ddbf9263f1403dbd5300360f3799a
27	8	3365340d8c03048633484744ef5486aef308ec3d0f0738a7f5a20157056b8c1e
27	9	6177d3e7fa3f15b84c51e3442a037bddf9a39884742942b8475a1412659efcb1
27	10	b8554d6442cba7a5f3dbd877fe2f888d11c3ee3a63da475fd2bd0f3de9f6273a
27	11	cd4c8385109a6c1557a697c958436287f319814ad875b5f89d734200f50f788b
27	12	d10b6aa326da54dc9a87ec20c5e3970b160327e2943885b6a53d5ae88f4ea047
27	13	a6d214696a8bfffbb18ee703c54bef826dfc87c264dc5c25d47af9b26236012f
27	14	95c87ef769713f8c7aad9d601e46708e8fbb90e986a60caca5be79316a4ac223
27	15	00751ed5bdad7a41c26f4cf9deeaa07571b7d5847279381c45df56f4faf14a23
